#OTUID	TJPBXD03C04B1I	TJPBXD03C04B2I	TJPBXD03C16B1I	TJPBXD03C16B2I	TJPBXD03C21B1I	TJPBXD03C21B2I	TJPBXD03C25B1I	TJPBXD03C25B2I	TJPBXD03C35B1I	TJPBXD03C35B2I	TJPBXD03C47B1I	TJPBXD03C47B2I	TJPBXD03C54B1I	TJPBXD03C54B2I	TJPBXD03C58B1I	TJPBXD03C58B2I	TJPBXD06C04B1I	TJPBXD06C04B2I	TJPBXD06C16B1I	TJPBXD06C21B1I	TJPBXD06C21B2I	TJPBXD06C25B1I	TJPBXD06C25B2I	TJPBXD06C35B1I	TJPBXD06C35B2I	TJPBXD06C47B1I	TJPBXD06C47B2I	TJPBXD06C54B1I	TJPBXD06C54B2I	TJPBXD06C58B1I	TJPBXD06C58B2I	TJPBXD13C04B1I	TJPBXD13C04B2I	TJPBXD13C16B1I	TJPBXD13C16B2I	TJPBXD13C21B1I	TJPBXD13C21B2I	TJPBXD13C25B1I	TJPBXD13C35B1I	TJPBXD13C35B2I	TJPBXD13C47B1I	TJPBXD13C47B2I	TJPBXD13C54B1I	TJPBXD13C54B2I	TJPBXD13C58B1I	TJPBXD13C58B2I	TJPBXD03C03B2I	TJPBXD03C08B1I	TJPBXD03C08B2I	TJPBXD03C17B1I	TJPBXD03C17B2I	TJPBXD03C27B1I	TJPBXD03C27B2I	TJPBXD03C33B1I	TJPBXD03C33B2I	TJPBXD03C43B2I	TJPBXD03C56B1I	TJPBXD03C56B2I	TJPBXD03C62B2I	TJPBXD06C03B1I	TJPBXD06C03B2I	TJPBXD06C08B2I	TJPBXD06C17B2I	TJPBXD06C27B1I	TJPBXD06C27B2I	TJPBXD06C33B1I	TJPBXD06C43B2I	TJPBXD06C56B1I	TJPBXD06C56B2I	TJPBXD06C62B1I	TJPBXD06C62B2I	TJPBXD13C03B1I	TJPBXD13C03B2I	TJPBXD13C08B1I	TJPBXD13C08B2I	TJPBXD13C17B1I	TJPBXD13C17B2I	TJPBXD13C27B1I	TJPBXD13C27B2I	TJPBXD13C33B1I	TJPBXD13C33B2I	TJPBXD13C43B1I	TJPBXD13C43B2I	TJPBXD13C56B1I	TJPBXD13C56B2I	TJPBXD13C62B1I	TJPBXD13C62B2I	TJPBXD03C06B1I	TJPBXD03C06B2I	TJPBXD03C14B1I	TJPBXD03C14B2I	TJPBXD03C22B1I	TJPBXD03C22B2I	TJPBXD03C32B1I	TJPBXD03C32B2I	TJPBXD03C41B1I	TJPBXD03C41B2I	TJPBXD03C48B1I	TJPBXD03C48B2I	TJPBXD03C51B1I	TJPBXD03C51B2I	TJPBXD03C57B1I	TJPBXD03C57B2I	TJPBXD06C06B1I	TJPBXD06C06B2I	TJPBXD06C14B1I	TJPBXD06C14B2I	TJPBXD06C22B2I	TJPBXD06C32B1I	TJPBXD06C32B2I	TJPBXD06C41B1I	TJPBXD06C41B2I	TJPBXD06C48B1I	TJPBXD06C48B2I	TJPBXD06C51B1I	TJPBXD06C51B2I	TJPBXD06C57B1I	TJPBXD06C57B2I	TJPBXD13C06B1I	TJPBXD13C06B2I	TJPBXD13C14B1I	TJPBXD13C14B2I	TJPBXD13C22B1I	TJPBXD13C22B2I	TJPBXD13C32B1I	TJPBXD13C32B2I	TJPBXD13C41B1I	TJPBXD13C41B2I	TJPBXD13C48B1I	TJPBXD13C48B2I	TJPBXD13C51B1I	TJPBXD13C51B2I	TJPBXD13C57B1I	TJPBXD13C57B2I	TJPBXD03C01B1I	TJPBXD03C11B2I	TJPBXD03C24B2I	TJPBXD03C30B1I	TJPBXD03C30B2I	TJPBXD03C46B2I	TJPBXD03C49B1I	TJPBXD03C49B2I	TJPBXD03C59B1I	TJPBXD03C59B2I	TJPBXD06C01B2I	TJPBXD06C11B1I	TJPBXD06C11B2I	TJPBXD06C24B1I	TJPBXD06C24B2I	TJPBXD06C30B1I	TJPBXD06C30B2I	TJPBXD06C40B1I	TJPBXD06C40B2I	TJPBXD06C46B1I	TJPBXD06C46B2I	TJPBXD06C49B1I	TJPBXD06C59B1I	TJPBXD06C59B2I	TJPBXD13C01B1I	TJPBXD13C01B2I	TJPBXD13C11B1I	TJPBXD13C11B2I	TJPBXD13C24B1I	TJPBXD13C24B2I	TJPBXD13C30B1I	TJPBXD13C30B2I	TJPBXD13C40B1I	TJPBXD13C40B2I	TJPBXD13C46B1I	TJPBXD13C46B2I	TJPBXD13C49B1I	TJPBXD13C49B2I	TJPBXD13C59B1I	TJPBXD13C59B2I	TJPBXD03C05B1I	TJPBXD03C05B2I	TJPBXD03C09B1I	TJPBXD03C09B2I	TJPBXD03C19B1I	TJPBXD03C19B2I	TJPBXD03C31B1I	TJPBXD03C31B2I	TJPBXD03C38B1I	TJPBXD03C38B2I	TJPBXD03C42B1I	TJPBXD03C42B2I	TJPBXD03C52B1I	TJPBXD03C64B1I	TJPBXD03C64B2I	TJPBXD06C05B1I	TJPBXD06C05B2I	TJPBXD06C09B1I	TJPBXD06C09B2I	TJPBXD06C19B1I	TJPBXD06C19B2I	TJPBXD06C31B1I	TJPBXD06C31B2I	TJPBXD06C38B1I	TJPBXD06C38B2I	TJPBXD06C42B1I	TJPBXD06C42B2I	TJPBXD06C52B1I	TJPBXD06C52B2I	TJPBXD06C64B1I	TJPBXD06C64B2I	TJPBXD13C05B1I	TJPBXD13C05B2I	TJPBXD13C09B1I	TJPBXD13C09B2I	TJPBXD13C19B1I	TJPBXD13C19B2I	TJPBXD13C31B1I	TJPBXD13C31B2I	TJPBXD13C38B1I	TJPBXD13C38B2I	TJPBXD13C42B1I	TJPBXD13C42B2I	TJPBXD13C52B1I	TJPBXD13C52B2I	TJPBXD13C64B1I	TJPBXD13C64B2I
SH185509.07FU_FR748051_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3814	0	0	0	0	8228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7905	1356	0	2398	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	15088	0	0	0	0	0	5676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29412	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	3774	0	0	0	0	0	0	0	0	2261	906	0	0	1801	0	748	0	0	0	0	0	0	0	0	0	0	234	0	0	12407	158	4035	0	0	0	16901	0
SH180864.07FU_AJ698048_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH181629.07FU_AB093526_reps	0	0	0	0	4167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19653	0	0	0	0	0	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH182491.07FU_AY214440_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH194013.07FU_AF444400_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7143	3815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH194015.07FU_AF444317_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3936	0	0	0	0	0	0	0	0	0	0	0	0
SH202079.07FU_AB371642_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	78810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10446	0	10714	0	0	0	0	0	8561	5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
SH205294.07FU_EU220449_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH212844.07FU_FR774129_reps	0	10630	0	16712	2083	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35714	0	0	0	20194	0	0	0	673	0	2784	0	0	0	0	33553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	589	0	0	0	0	0	0	0	0	0	0	0	0	227	4596	0	0	0	0	877	0	0	0	0	0	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	1325	0	0	16195	36339	0	2525	18759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24426	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	281	0	0	0	0	0	7294	0	0	0	0	0	174	40937	0	0	0	0	0	322	0	40326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH220700.07FU_AB586992_refs	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	0	1258	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0	0	1404	0	1766	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	1890	0	0	716	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	0	147	594	0	0	0	0	236	0	0	0	0	701	0	0	496	0	2882	0	0	0	0	0
SH216041.07FU_AF138287_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4672	6291	0	0	0	0	0	0	0	404	0	0	0	0	0	0	4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5263	0	27065	0	0	0	0	0	0	2742	0	0	0	0	111	0	239	0	0	0	0	0	0	0	0	0	0	16981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH216453.07FU_KJ409884_reps	0	0	24138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH203799.07FU_AF444407_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH176396.07FU_FR682163_reps	0	0	0	0	0	0	0	0	0	0	167	5285	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2817	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	324	0	0	0	0	0	0	4372	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH193318.07FU_UDB011614_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH185867.07FU_AY706335_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30185	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	20163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12035	0	0	0	0	0	0	0
SH193462.07FU_AJ853776_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	2844	4775	0	0	0	0	0	0	0	0	0	0	0	0	0	12500	0	0	2872	550	1835	0	0	0	0	0	0	0	0	4762	0	10101	0	0	0	8241	0	0	12975	2575	0	0	0	0	0	0	0	0	0	0	0	3837	108	2018	0	0	0	6379	9464	5719	0	0	3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9091	0	0	0	0	0	0	0	3347	0	0	0	4945	30000	3974	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2404	0	522	3474	118	0	1992	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	2233	0	4035	0	0	0	0	0
SH194039.07FU_DQ682571_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4124	0	0	0	0	0	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	0	0	0
SH194547.07FU_EF567995_refs	0	0	0	137	0	0	50262	11455	0	272	0	0	0	0	0	5382	12049	7094	104	25746	0	18672	26569	32481	12145	9953	0	0	32293	13095	25162	16168	0	0	0	3559	0	9276	9420	28715	0	0	0	0	22548	0	3069	0	43773	13994	0	18914	16060	0	0	0	9596	0	0	0	11359	0	0	0	2028	140	0	0	5387	12680	0	0	0	0	0	0	0	0	0	0	2113	10811	7851	0	0	32593	794	0	15385	4476	0	0	0	0	0	0	5031	0	0	309	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9434	0	8178	11228	0	15134	25922	5922	0	0	4636	24377	0	16513	4576	17670	4779	13723	4938	1163	9836	1905	10345	8772	22400	0	0	0	0	0	472	0	6333	0	0	0	2167	6879	0	0	0	7368	9396	15665	28020	9472	10252	0	11387	22418	3839	7843	3911	32353	6386	14815	20651	239	0	17697	0	370	0	0	0	0	14053	0	0	0	0	7059	9117	21053	11261	15389	36780	40348	76	24658	27861	27	28528	6196	6208	27563	6326	65428	20328	4019	0	36252	0	0	0	0	5474	0	0	0	0	12712	0	0	0
SH204421.07FU_GQ505688_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	28	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH204423.07FU_GU722065_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	0	1214	3259	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH204422.07FU_KF528003_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	2473	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	3974	0	200	0	0	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2692	0	4022	0	0	0	0	0	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	302	0	0	791	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH204424.07FU_GU721838_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	4357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2980	0	3284	7536	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
