#SampleID	Tissue	Wingband	Cage	Treatment	Collection_Day	D3_weight	D6_weight	D6_weight_group	D13_weight	D13_weight_group	Gain313	Gain613	Abx	Probiotic	Treatment2	Treatment3
TJPBXD13C57B2C	Ceca	158155	C57	2_GroGelNoPbx	D13	72.6	118.2	Within_Goal	320.4	Within_Goal	247.8	202.2	No	No	GroGel	Control
TJPBXD13C57B2I	Ileum	158155	C57	2_GroGelNoPbx	D13	72.6	118.2	Within_Goal	320.4	Within_Goal	247.8	202.2	No	No	GroGel	Control
TJPBXD0C	Ceca	NA	Cx	D0Pool	D0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TJPBXD0I	Ileum	NA	Cx	D0Pool	D0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EB1	Trachea	NA	NA	Trachea_Extraction_Control	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EB2	Trachea	NA	NA	Trachea_Extraction_Control	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EB3	Trachea	NA	NA	Trachea_Extraction_Control	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TJPBXBaseInoc	NA	NA	NA	Base_Inoc	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA
TJPBXFMB11Inoc	NA	NA	NA	FMB11_Inoc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TJPBXTJInoc	NA	NA	NA	TJ_Inoc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D03C01B2T	Trachea	158010	C01	1_NoInoc	D03	71.6	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C11B2T	Trachea	158020	C11	1_NoInoc	D03	79.4	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C24B2T	Trachea	158022	C24	1_NoInoc	D03	79.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C30B2T	Trachea	158031	C30	1_NoInoc	D03	84.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C40B2T	Trachea	158041	C40	1_NoInoc	D03	89.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C46B2T	Trachea	158056	C46	1_NoInoc	D03	78.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C49B2T	Trachea	158066	C49	1_NoInoc	D03	66.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D03C59B2T	Trachea	158072	C59	1_NoInoc	D03	87.1	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C01B1C	Ceca	158008	C01	1_NoInoc	D03	89.7	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C01B1I	Ileum	158008	C01	1_NoInoc	D03	89.7	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C01B2C	Ceca	158010	C01	1_NoInoc	D03	71.6	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C01B2I	Ileum	158010	C01	1_NoInoc	D03	71.6	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C11B1C	Ceca	158019	C11	1_NoInoc	D03	87.9	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C11B1I	Ileum	158019	C11	1_NoInoc	D03	87.9	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C11B2C	Ceca	158020	C11	1_NoInoc	D03	79.4	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C11B2I	Ileum	158020	C11	1_NoInoc	D03	79.4	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C24B1C	Ceca	158023	C24	1_NoInoc	D03	75.9	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C24B1I	Ileum	158023	C24	1_NoInoc	D03	75.9	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C24B2C	Ceca	158022	C24	1_NoInoc	D03	79.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C24B2I	Ileum	158022	C24	1_NoInoc	D03	79.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C30B1C	Ceca	158035	C30	1_NoInoc	D03	88	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C30B1I	Ileum	158035	C30	1_NoInoc	D03	88	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C30B2C	Ceca	158031	C30	1_NoInoc	D03	84.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C30B2I	Ileum	158031	C30	1_NoInoc	D03	84.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C40B1C	Ceca	158045	C40	1_NoInoc	D03	80.4	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C40B1I	Ileum	158045	C40	1_NoInoc	D03	80.4	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C40B2C	Ceca	158041	C40	1_NoInoc	D03	89.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C40B2I	Ileum	158041	C40	1_NoInoc	D03	89.8	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C46B1C	Ceca	158052	C46	1_NoInoc	D03	70	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C46B1I	Ileum	158052	C46	1_NoInoc	D03	70	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C46B2C	Ceca	158056	C46	1_NoInoc	D03	78.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C46B2I	Ileum	158056	C46	1_NoInoc	D03	78.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C49B1C	Ceca	158068	C49	1_NoInoc	D03	76.6	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C49B1I	Ileum	158068	C49	1_NoInoc	D03	76.6	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C49B2C	Ceca	158066	C49	1_NoInoc	D03	66.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C49B2I	Ileum	158066	C49	1_NoInoc	D03	66.5	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C59B1C	Ceca	158074	C59	1_NoInoc	D03	80.7	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C59B1I	Ileum	158074	C59	1_NoInoc	D03	80.7	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C59B2C	Ceca	158072	C59	1_NoInoc	D03	87.1	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD03C59B2I	Ileum	158072	C59	1_NoInoc	D03	87.1	NA	NA	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C01B2T	Trachea	158007	C01	1_NoInoc	D06	90.7	131.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C11B2T	Trachea	158011	C11	1_NoInoc	D06	79.4	114.9	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C24B2T	Trachea	158027	C24	1_NoInoc	D06	81.5	138.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C30B2T	Trachea	158033	C30	1_NoInoc	D06	91.9	136.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C40B2T	Trachea	158047	C40	1_NoInoc	D06	82.5	124	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C46B2T	Trachea	158057	C46	1_NoInoc	D06	74.8	116.5	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C49B2T	Trachea	158070	C49	1_NoInoc	D06	78.3	133.3	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D06C59B2T	Trachea	158071	C59	1_NoInoc	D06	70.3	114.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C01B1C	Ceca	158003	C01	1_NoInoc	D06	99.3	148.3	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C01B1I	Ileum	158003	C01	1_NoInoc	D06	99.3	148.3	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C01B2C	Ceca	158007	C01	1_NoInoc	D06	90.7	131.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C01B2I	Ileum	158007	C01	1_NoInoc	D06	90.7	131.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C11B1C	Ceca	158012	C11	1_NoInoc	D06	84.2	151.8	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C11B1I	Ileum	158012	C11	1_NoInoc	D06	84.2	151.8	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C11B2C	Ceca	158011	C11	1_NoInoc	D06	79.4	114.9	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C11B2I	Ileum	158011	C11	1_NoInoc	D06	79.4	114.9	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C24B1C	Ceca	158025	C24	1_NoInoc	D06	80.8	130.4	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C24B1I	Ileum	158025	C24	1_NoInoc	D06	80.8	130.4	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C24B2C	Ceca	158027	C24	1_NoInoc	D06	81.5	138.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C24B2I	Ileum	158027	C24	1_NoInoc	D06	81.5	138.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C30B1C	Ceca	158034	C30	1_NoInoc	D06	102.5	145.2	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C30B1I	Ileum	158034	C30	1_NoInoc	D06	102.5	145.2	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C30B2C	Ceca	158033	C30	1_NoInoc	D06	91.9	136.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C30B2I	Ileum	158033	C30	1_NoInoc	D06	91.9	136.1	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C40B1C	Ceca	158044	C40	1_NoInoc	D06	89.3	121.9	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C40B1I	Ileum	158044	C40	1_NoInoc	D06	89.3	121.9	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C40B2C	Ceca	158047	C40	1_NoInoc	D06	82.5	124	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C40B2I	Ileum	158047	C40	1_NoInoc	D06	82.5	124	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C46B1C	Ceca	158051	C46	1_NoInoc	D06	86.3	133.5	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C46B1I	Ileum	158051	C46	1_NoInoc	D06	86.3	133.5	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C46B2C	Ceca	158057	C46	1_NoInoc	D06	74.8	116.5	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C46B2I	Ileum	158057	C46	1_NoInoc	D06	74.8	116.5	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C49B1C	Ceca	158065	C49	1_NoInoc	D06	77.3	109.2	Below_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C49B1I	Ileum	158065	C49	1_NoInoc	D06	77.3	109.2	Below_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C49B2C	Ceca	158070	C49	1_NoInoc	D06	78.3	133.3	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C49B2I	Ileum	158070	C49	1_NoInoc	D06	78.3	133.3	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C59B1C	Ceca	158077	C59	1_NoInoc	D06	63.4	98.8	Below_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C59B1I	Ileum	158077	C59	1_NoInoc	D06	63.4	98.8	Below_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C59B2C	Ceca	158071	C59	1_NoInoc	D06	70.3	114.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
TJPBXD06C59B2I	Ileum	158071	C59	1_NoInoc	D06	70.3	114.7	Within_Goal	NA	NA	NA	NA	No	No	No_Inoc	Control
D13C01B2T	Trachea	158005	C01	1_NoInoc	D13	86.8	121.9	Within_Goal	336.3	Within_Goal	249.5	214.4	No	No	No_Inoc	Control
D13C11B2T	Trachea	158014	C11	1_NoInoc	D13	74.7	124.6	Within_Goal	278.4	Below_Goal	203.7	153.8	No	No	No_Inoc	Control
D13C24B2T	Trachea	158024	C24	1_NoInoc	D13	85.8	130.6	Within_Goal	344.2	Within_Goal	258.4	213.6	No	No	No_Inoc	Control
D13C30B2T	Trachea	158040	C30	1_NoInoc	D13	80.4	107.6	Below_Goal	280.8	Below_Goal	200.4	173.2	No	No	No_Inoc	Control
D13C40B2T	Trachea	158043	C40	1_NoInoc	D13	79.2	116.9	Within_Goal	299.5	Below_Goal	220.3	182.6	No	No	No_Inoc	Control
D13C46B2T	Trachea	158058	C46	1_NoInoc	D13	81.6	128	Within_Goal	326.7	Within_Goal	245.1	198.7	No	No	No_Inoc	Control
D13C59B2T	Trachea	158073	C59	1_NoInoc	D13	83.6	135.9	Within_Goal	356.8	Within_Goal	273.2	220.9	No	No	No_Inoc	Control
TJPBXD13C01B1C	Ceca	158004	C01	1_NoInoc	D13	89.1	136	Within_Goal	296.9	Below_Goal	207.8	160.9	No	No	No_Inoc	Control
TJPBXD13C01B1I	Ileum	158004	C01	1_NoInoc	D13	89.1	136	Within_Goal	296.9	Below_Goal	207.8	160.9	No	No	No_Inoc	Control
TJPBXD13C01B2C	Ceca	158005	C01	1_NoInoc	D13	86.8	121.9	Within_Goal	336.3	Within_Goal	249.5	214.4	No	No	No_Inoc	Control
TJPBXD13C01B2I	Ileum	158005	C01	1_NoInoc	D13	86.8	121.9	Within_Goal	336.3	Within_Goal	249.5	214.4	No	No	No_Inoc	Control
TJPBXD13C11B1C	Ceca	158016	C11	1_NoInoc	D13	91.6	119.9	Within_Goal	309.5	Below_Goal	217.9	189.6	No	No	No_Inoc	Control
TJPBXD13C11B1I	Ileum	158016	C11	1_NoInoc	D13	91.6	119.9	Within_Goal	309.5	Below_Goal	217.9	189.6	No	No	No_Inoc	Control
TJPBXD13C11B2C	Ceca	158014	C11	1_NoInoc	D13	74.7	124.6	Within_Goal	278.4	Below_Goal	203.7	153.8	No	No	No_Inoc	Control
TJPBXD13C11B2I	Ileum	158014	C11	1_NoInoc	D13	74.7	124.6	Within_Goal	278.4	Below_Goal	203.7	153.8	No	No	No_Inoc	Control
TJPBXD13C24B1C	Ceca	158028	C24	1_NoInoc	D13	72.8	103.2	Below_Goal	257.5	Below_Goal	184.7	154.3	No	No	No_Inoc	Control
TJPBXD13C24B1I	Ileum	158028	C24	1_NoInoc	D13	72.8	103.2	Below_Goal	257.5	Below_Goal	184.7	154.3	No	No	No_Inoc	Control
TJPBXD13C24B2C	Ceca	158024	C24	1_NoInoc	D13	85.8	130.6	Within_Goal	344.2	Within_Goal	258.4	213.6	No	No	No_Inoc	Control
TJPBXD13C24B2I	Ileum	158024	C24	1_NoInoc	D13	85.8	130.6	Within_Goal	344.2	Within_Goal	258.4	213.6	No	No	No_Inoc	Control
TJPBXD13C30B1C	Ceca	158032	C30	1_NoInoc	D13	76.7	127.5	Within_Goal	254	Below_Goal	177.3	126.5	No	No	No_Inoc	Control
TJPBXD13C30B1I	Ileum	158032	C30	1_NoInoc	D13	76.7	127.5	Within_Goal	254	Below_Goal	177.3	126.5	No	No	No_Inoc	Control
TJPBXD13C30B2C	Ceca	158040	C30	1_NoInoc	D13	80.4	107.6	Below_Goal	280.8	Below_Goal	200.4	173.2	No	No	No_Inoc	Control
TJPBXD13C30B2I	Ileum	158040	C30	1_NoInoc	D13	80.4	107.6	Below_Goal	280.8	Below_Goal	200.4	173.2	No	No	No_Inoc	Control
TJPBXD13C40B1C	Ceca	158042	C40	1_NoInoc	D13	84.1	139.2	Within_Goal	353.8	Within_Goal	269.7	214.6	No	No	No_Inoc	Control
TJPBXD13C40B1I	Ileum	158042	C40	1_NoInoc	D13	84.1	139.2	Within_Goal	353.8	Within_Goal	269.7	214.6	No	No	No_Inoc	Control
TJPBXD13C40B2C	Ceca	158043	C40	1_NoInoc	D13	79.2	116.9	Within_Goal	299.5	Below_Goal	220.3	182.6	No	No	No_Inoc	Control
TJPBXD13C40B2I	Ileum	158043	C40	1_NoInoc	D13	79.2	116.9	Within_Goal	299.5	Below_Goal	220.3	182.6	No	No	No_Inoc	Control
TJPBXD13C46B1C	Ceca	158054	C46	1_NoInoc	D13	94.3	134.2	Within_Goal	321.5	Within_Goal	227.2	187.3	No	No	No_Inoc	Control
TJPBXD13C46B1I	Ileum	158054	C46	1_NoInoc	D13	94.3	134.2	Within_Goal	321.5	Within_Goal	227.2	187.3	No	No	No_Inoc	Control
TJPBXD13C46B2C	Ceca	158058	C46	1_NoInoc	D13	81.6	128	Within_Goal	326.7	Within_Goal	245.1	198.7	No	No	No_Inoc	Control
TJPBXD13C46B2I	Ileum	158058	C46	1_NoInoc	D13	81.6	128	Within_Goal	326.7	Within_Goal	245.1	198.7	No	No	No_Inoc	Control
TJPBXD13C49B1C	Ceca	158064	C49	1_NoInoc	D13	81.4	123.7	Within_Goal	320.8	Within_Goal	239.4	197.1	No	No	No_Inoc	Control
TJPBXD13C49B1I	Ileum	158064	C49	1_NoInoc	D13	81.4	123.7	Within_Goal	320.8	Within_Goal	239.4	197.1	No	No	No_Inoc	Control
TJPBXD13C49B2C	Ceca	158061	C49	1_NoInoc	D13	77.5	117	Within_Goal	327.5	Within_Goal	250	210.5	No	No	No_Inoc	Control
TJPBXD13C49B2I	Ileum	158061	C49	1_NoInoc	D13	77.5	117	Within_Goal	327.5	Within_Goal	250	210.5	No	No	No_Inoc	Control
TJPBXD13C59B1C	Ceca	158079	C59	1_NoInoc	D13	76.6	117.8	Within_Goal	303.8	Below_Goal	227.2	186	No	No	No_Inoc	Control
TJPBXD13C59B1I	Ileum	158079	C59	1_NoInoc	D13	76.6	117.8	Within_Goal	303.8	Below_Goal	227.2	186	No	No	No_Inoc	Control
TJPBXD13C59B2C	Ceca	158073	C59	1_NoInoc	D13	83.6	135.9	Within_Goal	356.8	Within_Goal	273.2	220.9	No	No	No_Inoc	Control
TJPBXD13C59B2I	Ileum	158073	C59	1_NoInoc	D13	83.6	135.9	Within_Goal	356.8	Within_Goal	273.2	220.9	No	No	No_Inoc	Control
D03C05B2T	Trachea	158244	C05	4_TJPbxGroGel	D03	78.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C09B2T	Trachea	158253	C09	4_TJPbxGroGel	D03	83.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C19B2T	Trachea	158265	C19	4_TJPbxGroGel	D03	88.2	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C31B2T	Trachea	158274	C31	4_TJPbxGroGel	D03	93.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C38B2T	Trachea	158283	C38	4_TJPbxGroGel	D03	88.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C42B2T	Trachea	158298	C42	4_TJPbxGroGel	D03	90.7	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C52B2T	Trachea	158308	C52	4_TJPbxGroGel	D03	80.6	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D03C64B2T	Trachea	158312	C64	4_TJPbxGroGel	D03	68.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C05B1C	Ceca	158246	C05	4_TJPbxGroGel	D03	83.6	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C05B1I	Ileum	158246	C05	4_TJPbxGroGel	D03	83.6	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C05B2C	Ceca	158244	C05	4_TJPbxGroGel	D03	78.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C05B2I	Ileum	158244	C05	4_TJPbxGroGel	D03	78.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C09B1C	Ceca	158254	C09	4_TJPbxGroGel	D03	82.3	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C09B1I	Ileum	158254	C09	4_TJPbxGroGel	D03	82.3	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C09B2C	Ceca	158253	C09	4_TJPbxGroGel	D03	83.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C09B2I	Ileum	158253	C09	4_TJPbxGroGel	D03	83.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C19B1C	Ceca	158264	C19	4_TJPbxGroGel	D03	103.2	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C19B1I	Ileum	158264	C19	4_TJPbxGroGel	D03	103.2	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C19B2C	Ceca	158265	C19	4_TJPbxGroGel	D03	88.2	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C19B2I	Ileum	158265	C19	4_TJPbxGroGel	D03	88.2	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C31B1C	Ceca	158279	C31	4_TJPbxGroGel	D03	97.4	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C31B1I	Ileum	158279	C31	4_TJPbxGroGel	D03	97.4	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C31B2C	Ceca	158274	C31	4_TJPbxGroGel	D03	93.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C31B2I	Ileum	158274	C31	4_TJPbxGroGel	D03	93.9	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C38B1C	Ceca	158289	C38	4_TJPbxGroGel	D03	85.4	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C38B1I	Ileum	158289	C38	4_TJPbxGroGel	D03	85.4	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C38B2C	Ceca	158283	C38	4_TJPbxGroGel	D03	88.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C38B2I	Ileum	158283	C38	4_TJPbxGroGel	D03	88.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C42B1C	Ceca	158291	C42	4_TJPbxGroGel	D03	83.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C42B1I	Ileum	158291	C42	4_TJPbxGroGel	D03	83.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C42B2C	Ceca	158298	C42	4_TJPbxGroGel	D03	90.7	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C42B2I	Ileum	158298	C42	4_TJPbxGroGel	D03	90.7	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C52B1C	Ceca	158309	C52	4_TJPbxGroGel	D03	69.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C52B1I	Ileum	158309	C52	4_TJPbxGroGel	D03	69.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C52B2C	Ceca	158308	C52	4_TJPbxGroGel	D03	80.6	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C52B2I	Ileum	158308	C52	4_TJPbxGroGel	D03	80.6	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C64B1C	Ceca	158320	C64	4_TJPbxGroGel	D03	81.3	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C64B1I	Ileum	158320	C64	4_TJPbxGroGel	D03	81.3	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C64B2C	Ceca	158312	C64	4_TJPbxGroGel	D03	68.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD03C64B2I	Ileum	158312	C64	4_TJPbxGroGel	D03	68.8	NA	NA	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C05B2T	Trachea	158250	C05	4_TJPbxGroGel	D06	97.1	144.4	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C09B2T	Trachea	158256	C09	4_TJPbxGroGel	D06	83.3	137.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C19B2T	Trachea	158267	C19	4_TJPbxGroGel	D06	88.1	134.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C31B2T	Trachea	158271	C31	4_TJPbxGroGel	D06	94.6	147.5	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C38B2T	Trachea	158290	C38	4_TJPbxGroGel	D06	76.1	119.7	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C42B2T	Trachea	158296	C42	4_TJPbxGroGel	D06	89.3	143.9	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C52B2T	Trachea	158310	C52	4_TJPbxGroGel	D06	90.7	115.6	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
D06C64B2T	Trachea	158311	C64	4_TJPbxGroGel	D06	75	112.2	Below_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C05B1C	Ceca	158243	C05	4_TJPbxGroGel	D06	79.9	115.2	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C05B1I	Ileum	158243	C05	4_TJPbxGroGel	D06	79.9	115.2	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C05B2C	Ceca	158250	C05	4_TJPbxGroGel	D06	97.1	144.4	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C05B2I	Ileum	158250	C05	4_TJPbxGroGel	D06	97.1	144.4	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C09B1C	Ceca	158260	C09	4_TJPbxGroGel	D06	96.8	162.1	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
TJPBXD06C09B1I	Ileum	158260	C09	4_TJPbxGroGel	D06	96.8	162.1	Within_Goal	NA	NA	NA	NA	No	Yes	TJPbx	Probiotic
